0.000000e+00	0.000000e+00	0.000000e+00	
1.000000e-05	0.000000e+00	0.000000e+00	
2.000000e-05	1.764530e-14	1.761281e-14	
3.000000e-05	3.527610e-14	3.526115e-14	
4.000000e-05	5.288935e-14	5.301781e-14	
5.000000e-05	7.048237e-14	7.095034e-14	
6.000000e-05	8.805271e-14	8.912198e-14	
7.000000e-05	1.055982e-13	1.075924e-13	
8.000000e-05	1.231169e-13	1.264182e-13	
9.000000e-05	1.406070e-13	1.456539e-13	
1.000000e-04	1.580671e-13	1.653517e-13	
1.100000e-04	1.754956e-13	1.855625e-13	
1.200000e-04	1.928914e-13	2.063361e-13	
1.300000e-04	2.102533e-13	2.277213e-13	
1.400000e-04	2.275803e-13	2.497662e-13	
1.500000e-04	2.448717e-13	2.725187e-13	
1.600000e-04	2.621265e-13	2.960265e-13	
1.700000e-04	2.793442e-13	3.203371e-13	
1.800000e-04	2.965240e-13	3.454986e-13	
1.900000e-04	3.136654e-13	3.715590e-13	
2.000000e-04	3.307681e-13	3.985670e-13	
2.100000e-04	3.478314e-13	4.265720e-13	
2.200000e-04	3.648552e-13	4.556240e-13	
2.300000e-04	3.818390e-13	4.857739e-13	
2.400000e-04	3.987826e-13	5.170734e-13	
2.500000e-04	4.156857e-13	5.495756e-13	
2.600000e-04	4.325482e-13	5.833345e-13	
2.700000e-04	4.493699e-13	6.184053e-13	
2.800000e-04	4.661505e-13	6.548448e-13	
2.900000e-04	4.828900e-13	6.927112e-13	
3.000000e-04	4.995884e-13	7.320640e-13	
3.100000e-04	5.162454e-13	7.729645e-13	
3.200000e-04	5.328611e-13	8.154757e-13	
3.300000e-04	5.494353e-13	8.596624e-13	
3.400000e-04	5.659682e-13	9.055913e-13	
3.500000e-04	5.824595e-13	9.533308e-13	
3.600000e-04	5.989094e-13	1.002952e-12	
3.700000e-04	6.153179e-13	1.054527e-12	
3.800000e-04	6.316849e-13	1.108131e-12	
3.900000e-04	6.480105e-13	1.163841e-12	
4.000000e-04	6.642946e-13	1.221738e-12	
4.100000e-04	6.805374e-13	1.281902e-12	
4.200000e-04	6.967389e-13	1.344420e-12	
4.300000e-04	7.128991e-13	1.409377e-12	
4.400000e-04	7.290181e-13	1.476865e-12	
4.500000e-04	7.450959e-13	1.546976e-12	
4.600000e-04	7.611326e-13	1.619805e-12	
4.700000e-04	7.771282e-13	1.695452e-12	
4.800000e-04	7.930828e-13	1.774019e-12	
4.900000e-04	8.089966e-13	1.855610e-12	
5.000000e-04	8.248694e-13	1.940334e-12	
5.100000e-04	8.407015e-13	2.028303e-12	
5.200000e-04	8.564929e-13	2.119632e-12	
5.300000e-04	8.722437e-13	2.214439e-12	
5.400000e-04	8.879540e-13	2.312848e-12	
5.500000e-04	9.036237e-13	2.414985e-12	
5.600000e-04	9.192531e-13	2.520980e-12	
5.700000e-04	9.348422e-13	2.630967e-12	
5.800000e-04	9.503911e-13	2.745086e-12	
